500 43276
44 266 0.71092
44 251 1.17339
44 243 1.2123
44 241 0.794293
44 227 0.575608
44 223 1.12004
44 215 0.958458
44 214 1.30528
44 213 0.694275
44 201 0.8232
44 197 0.985509
44 195 1.0653
44 193 0.759871
44 181 1.33067
44 180 0.868109
44 176 1.2175
44 173 1.01299
44 172 0.775208
44 165 1.10044
44 158 1.15902
44 157 1.55227
44 155 0.267887
44 154 1.19028
44 152 0.733578
44 150 1.28192
44 149 1.18744
44 146 0.913307
44 143 0.740917
44 142 0.441141
44 141 1.3486
44 133 0.975191
44 123 0.667934
44 122 0.654096
44 121 0.728705
44 120 0.627813
44 119 1.23037
44 118 1.00229
44 117 1.40297
44 116 0.783741
44 115 0.616864
44 114 1.07837
44 113 0.643488
44 112 0.770782
44 107 0.548595
44 106 0.779496
44 104 1.03998
44 103 0.775473
44 101 0.727033
44 100 1.32541
44 99 1.02647
44 98 1.14792
44 97 1.09316
44 95 0.772018
44 93 1.55768
44 91 1.00016
44 90 1.1417
44 89 0.650336
44 88 1.35289
44 87 0.642952
44 86 0.949223
44 85 1.94278
44 83 0.859693
44 82 1.08874
44 81 0.995272
44 80 0.759834
44 79 1.49613
44 78 1.1866
44 77 1.16972
44 76 1.25744
44 75 0.892119
44 72 1.10768
44 71 0.853125
44 69 0.980261
44 68 0.900763
44 66 1.00571
44 65 0.638387
44 63 1.25142
44 62 0.792978
44 61 1.10346
44 59 0.832733
44 58 0.923887
44 57 0.491666
44 55 0.848632
44 54 0.932912
44 53 0.885491
44 52 1.17251
44 51 0.791724
44 50 1.12984
44 48 1.10789
44 47 0.956338
44 46 0.515265
45 499 0.892796
45 495 0.952016
45 492 0.749157
45 490 1.17378
45 481 0.821452
45 475 0.569613
45 469 0.352751
45 468 0.697561
45 466 0.859952
45 463 1.08696
45 462 0.834212
45 459 0.868244
45 449 1.29632
45 446 1.28247
45 445 0.935446
45 441 1.14925
45 440 1.25981
45 434 0.900965
45 432 0.0978026
45 428 1.04854
45 418 0.966029
45 415 0.692587
45 411 1.10425
45 409 0.733094
45 406 0.934912
45 397 1.25989
45 396 0.705131
45 394 0.689349
45 393 0.763167
45 390 1.06724
45 388 0.862827
45 386 1.07106
45 385 1.22108
45 383 1.78856
45 379 0.771828
45 376 1.27703
45 375 1.04392
45 369 0.840367
45 366 1.34061
45 363 1.07836
45 358 0.821531
45 350 1.04411
45 337 0.825941
45 331 1.11451
45 326 1.13631
45 325 1.10318
45 324 1.04494
45 321 0.720598
45 320 1.12147
45 317 0.963688
45 314 1.04769
45 312 1.14984
45 310 0.697905
45 308 1.35203
45 304 1.11567
45 288 1.65406
45 277 0.861314
45 274 1.07907
45 261 0.921749
45 251 0.663165
45 249 0.483277
45 248 0.605763
45 240 0.908601
45 215 0.78661
45 214 1.40271
45 208 1.46288
45 205 1.3344
45 196 0.850863
45 194 0.960807
45 188 0.910714
45 183 0.86518
45 170 0.811105
45 165 1.45392
45 159 0.980898
45 157 0.698929
45 156 0.945901
45 154 1.31723
45 153 1.14504
45 150 1.32201
45 146 1.18228
45 139 0.507843
45 136 0.802481
45 135 1.21071
45 134 0.768909
45 132 1.20977
45 124 0.764043
45 123 1.04292
45 121 0.376042
45 120 0.564296
45 119 0.724029
45 116 0.931876
45 115 1.46191
45 114 0.387454
45 112 1.05064
45 110 1.68983
45 108 0.734691
45 106 0.522578
45 104 0.865545
45 103 1.01622
45 102 1.3766
45 101 1.02186
45 100 0.695622
45 99 0.901698
45 98 1.32724
45 96 0.827165
45 95 1.16638
45 94 0.726618
45 93 0.786594
45 92 1.58921
45 91 1.02223
45 89 1.37675
45 87 0.912661
45 86 0.88235
45 85 1.32124
45 84 1.17998
45 82 0.855329
45 80 0.936334
45 79 0.987326
45 78 1.2715
45 76 0.593723
45 75 0.999187
45 74 1.07778
45 73 1.29805
45 72 0.796244
45 71 0.64267
45 70 1.50813
45 69 1.30716
45 68 1.31317
45 66 1.16458
45 65 0.285775
45 64 1.13813
45 63 0.765828
45 62 1.23254
45 61 1.24589
45 60 0.99117
45 58 1.30878
45 56 0.945343
45 55 1.08234
45 54 1.0779
45 52 0.639604
45 51 0.872055
45 50 1.58997
45 49 0.97287
45 48 1.21497
45 46 0.607337
46 497 1.46831
46 496 0.870384
46 490 0.560082
46 489 1.34925
46 486 1.27126
46 478 0.968656
46 475 0.835314
46 470 0.635671
46 462 1.29124
46 456 0.927965
46 451 0.915042
46 441 0.894613
46 438 1.16038
46 437 1.14535
46 426 0.833928
46 417 1.49525
46 415 0.760827
46 413 0.884242
46 411 0.635898
46 405 1.4914
46 394 1.04335
46 389 1.26354
46 386 1.61257
46 379 0.552911
46 377 1.14061
46 372 0.834323
46 368 1.11227
46 364 0.78868
46 363 1.1801
46 357 0.27283
46 353 0.511827
46 352 1.04152
46 345 0.791499
46 342 1.17206
46 337 1.1713
46 336 0.851403
46 327 0.918543
46 322 1.2368
46 316 0.75296
46 313 1.50917
46 310 1.40367
46 301 1.08651
46 294 0.811154
46 291 0.959805
46 289 0.535727
46 288 0.909401
46 278 1.02557
46 270 1.43868
46 269 0.256803
46 266 0.899936
46 263 1.3155
46 258 0.878916
46 249 0.990163
46 247 1.46609
46 231 0.867938
46 227 1.17543
46 221 0.850629
46 219 0.580952
46 218 0.919344
46 215 1.18728
46 213 1.20648
46 211 0.576604
46 204 0.872448
46 201 1.13053
46 195 0.650078
46 192 0.899879
46 188 0.565523
46 186 0.641445
46 169 0.746459
46 166 0.899404
46 156 0.748232
46 153 1.04144
46 150 1.10775
46 147 1.08456
46 140 0.882901
46 136 1.42731
46 135 1.32545
46 134 0.997564
46 128 1.2259
46 124 0.814867
46 121 0.995578
46 120 0.546518
46 119 0.677087
46 118 0.501432
46 114 1.04992
46 113 1.14186
46 112 1.08428
46 111 0.953886
46 110 1.16261
46 109 1.04857
46 108 1.31054
46 107 0.958554
46 103 1.13614
46 102 1.03823
46 101 0.554933
46 98 0.672159
46 97 1.04448
46 96 0.868803
46 95 0.894444
46 94 0.903426
46 93 0.675187
46 92 1.06172
46 91 0.866494
46 90 0.783946
46 88 0.443389
46 87 0.995313
46 86 1.10581
46 85 1.4445
46 84 0.982276
46 82 0.813083
46 81 1.20807
46 77 1.18668
46 76 1.39458
46 75 1.57608
46 74 1.00358
46 73 1.02232
46 72 1.21674
46 71 0.957154
46 70 0.557964
46 69 1.02636
46 68 1.09945
46 67 0.72715
46 66 1.0377
46 65 1.24162
46 64 1.09506
46 63 0.902012
46 62 0.561754
46 61 1.22496
46 60 1.08004
46 58 1.10543
46 56 0.566346
46 55 0.863462
46 54 1.27493
46 53 1.02035
46 52 0.711611
46 51 0.649508
46 50 1.06919
46 49 1.25617
46 48 1.19092
46 47 1.22057
47 499 0.545185
47 493 0.824127
47 492 1.13454
47 491 1.50684
47 487 1.21787
47 480 0.856762
47 478 0.107833
47 474 1.08423
47 471 0.578258
47 467 1.20362
47 459 0.955976
47 458 1.05915
47 456 0.723691
47 452 1.20209
47 446 1.30106
47 445 1.41069
47 444 1.05859
47 443 1.03037
47 437 0.741141
47 431 0.680242
47 429 1.25524
47 419 0.935404
47 418 0.835152
47 413 0.778636
47 408 1.05112
47 405 0.987125
47 399 1.22161
47 396 1.12791
47 395 0.818801
47 391 0.758351
47 378 1.17611
47 374 0.710494
47 368 1.03095
47 365 0.855787
47 362 1.10438
47 342 0.465655
47 340 1.14171
47 338 1.10577
47 328 0.747242
47 325 1.33094
47 323 0.755751
47 320 0.811216
47 316 0.78683
47 299 1.06833
47 298 1.13348
47 296 1.12378
47 290 0.86158
47 289 0.845851
47 287 1.58231
47 282 0.650687
47 275 1.01055
47 271 0.852759
47 270 0.784975
47 268 0.960578
47 263 1.33736
47 259 1.05182
47 258 1.53185
47 253 1.11376
47 249 0.620246
47 237 0.784727
47 230 0.69086
47 227 1.2301
47 214 1.40518
47 210 0.748284
47 204 0.996766
47 203 0.926117
47 183 0.82682
47 172 0.814719
47 169 1.15768
47 166 0.827245
47 164 1.62187
47 162 1.4459
47 160 1.05151
47 155 0.941989
47 150 1.34531
47 146 1.26136
47 141 1.2631
47 139 0.964237
47 137 1.53319
47 134 0.880368
47 128 1.36313
47 124 1.38887
47 122 1.45191
47 121 1.16544
47 119 1.67872
47 117 1.03439
47 116 0.758681
47 115 1.3724
47 114 1.2449
47 113 0.815038
47 112 0.781373
47 111 0.874232
47 110 1.01265
47 109 1.01025
47 108 0.860626
47 107 1.05345
47 105 0.538677
47 104 1.39227
47 102 1.26222
47 101 0.456687
47 100 1.01462
47 99 1.11366
47 98 1.25059
47 97 1.18833
47 96 0.853561
47 95 1.11815
47 94 0.974954
47 93 1.12995
47 92 1.28449
47 90 0.657312
47 89 1.20995
47 88 1.41164
47 87 1.34776
47 86 0.451263
47 85 0.799918
47 84 1.15375
47 83 0.763747
47 82 1.15277
47 81 0.762527
47 80 0.556412
47 78 1.29847
47 76 0.988364
47 75 1.1255
47 74 0.793189
47 72 1.18788
47 70 1.06725
47 69 1.19482
47 68 0.798056
47 66 0.748246
47 65 1.25937
47 64 1.31904
47 63 0.951748
47 62 0.805538
47 60 1.06795
47 59 0.903364
47 58 1.30057
47 57 0.880288
47 55 1.22726
47 52 1.35987
47 50 0.535071
47 49 1.02002
47 48 0.69242
48 496 1.48438
48 494 0.782358
48 493 0.868918
48 484 0.777918
48 481 0.983986
48 467 0.699796
48 463 0.938225
48 461 0.624319
48 451 0.763469
48 450 1.12705
48 442 0.948156
48 439 0.814613
48 434 0.381491
48 433 1.08072
48 423 0.718451
48 416 1.49007
48 413 1.06976
48 409 0.795024
48 408 0.894231
48 403 0.815483
48 401 0.676137
48 391 1.19728
48 390 0.637086
48 388 1.03736
48 380 0.391407
48 376 0.963401
48 366 0.968553
48 365 0.936539
48 358 0.844334
48 354 0.736384
48 350 1.79036
48 348 1.18411
48 347 1.25126
48 345 0.821261
48 334 0.95677
48 333 1.46214
48 332 0.976363
48 331 1.49369
48 326 0.637621
48 306 0.929155
48 304 0.57173
48 303 1.2222
48 299 1.33526
48 297 1.04699
48 282 0.843496
48 268 0.996205
48 256 1.07537
48 253 0.403151
48 252 1.21119
48 249 0.731052
48 243 0.688025
48 240 1.2068
48 217 1.41224
48 215 0.986495
48 213 1.63506
48 212 1.4272
48 211 0.815071
48 208 0.937568
48 204 0.932027
48 197 0.936026
48 193 0.714244
48 187 0.998655
48 185 1.28206
48 174 0.964622
48 172 0.876062
48 169 0.743328
48 166 0.540116
48 154 1.14402
48 152 0.888411
48 148 1.53332
48 146 1.08123
48 145 0.815479
48 134 1.19056
48 131 1.39728
48 124 1.77364
48 123 1.36101
48 120 1.03263
48 119 1.34447
48 118 1.08609
48 117 0.789592
48 116 1.18031
48 115 0.805963
48 114 1.2795
48 113 0.673771
48 112 0.474462
48 111 0.953455
48 109 1.4204
48 108 0.827299
48 107 1.09799
48 106 0.776981
48 105 0.946083
48 104 0.754701
48 102 1.19761
48 100 0.96533
48 99 1.45279
48 98 0.892946
48 96 0.653723
48 95 0.494948
48 94 1.2811
48 92 0.943483
48 91 0.849196
48 90 1.41761
48 89 0.808553
48 87 0.996799
48 86 0.948549
48 85 1.14868
48 82 0.989776
48 81 1.18747
48 79 0.534545
48 78 1.12334
48 77 0.849158
48 76 1.13154
48 75 0.813492
48 74 0.892647
48 73 0.694618
48 72 0.679449
48 71 0.868028
48 70 0.596486
48 69 0.92328
48 68 0.926593
48 66 1.24742
48 65 0.936458
48 64 1.52425
48 62 1.22668
48 60 1.09738
48 58 1.08232
48 57 1.29013
48 56 1.01593
48 55 0.62465
48 54 1.75743
48 53 1.19032
48 52 0.96088
48 51 1.38033
48 50 0.639637
48 49 1.10334
49 499 1.26564
49 496 1.24962
49 495 1.13003
49 492 0.891151
49 490 1.42306
49 488 0.975842
49 473 0.531838
49 470 1.32828
49 467 1.62453
49 466 0.957359
49 460 1.23235
49 454 0.783509
49 452 1.10631
49 450 1.22846
49 441 0.919512
49 433 1.18224
49 430 1.08752
49 427 0.866855
49 411 0.901772
49 410 0.404268
49 405 1.06708
49 400 0.899102
49 399 0.849561
49 398 0.94515
49 390 0.566424
49 389 1.23109
49 376 1.1756
49 372 0.675638
49 370 0.835036
49 369 1.32016
49 355 1.45178
49 354 1.47265
49 346 0.569923
49 319 0.662443
49 311 0.591735
49 307 0.971162
49 306 1.297
49 291 0.838791
49 266 0.70317
49 264 0.733349
49 263 0.885078
49 254 0.782044
49 250 1.25951
49 249 0.776401
49 247 1.19596
49 241 1.30626
49 238 0.539596
49 235 0.946978
49 231 0.95054
49 229 1.02091
49 220 0.77176
49 215 0.805166
49 214 0.580509
49 203 0.762577
49 202 0.910829
49 200 0.929391
49 183 0.807213
49 181 1.32291
49 164 1.24341
49 146 0.787344
49 145 0.747646
49 144 1.26632
49 140 0.661419
49 139 1.00878
49 137 0.86912
49 131 0.970652
49 129 0.874305
49 125 1.01377
49 124 0.995938
49 123 0.569512
49 122 1.37205
49 120 0.545592
49 118 0.947897
49 117 1.0091
49 116 1.06302
49 115 1.39003
49 114 0.507441
49 111 0.868551
49 110 0.771726
49 109 1.01598
49 108 1.5003
49 107 1.48313
49 104 1.19529
49 103 1.17892
49 102 1.38764
49 101 0.577853
49 100 0.95634
49 99 0.929608
49 98 0.459171
49 97 1.72905
49 96 0.320272
49 94 1.24569
49 93 1.35258
49 92 1.20788
49 91 1.42402
49 89 1.00572
49 88 1.36362
49 87 0.83961
49 86 1.11187
49 85 1.12829
49 84 1.38582
49 81 0.928102
49 78 0.583782
49 77 0.990361
49 76 0.922601
49 75 1.50458
49 72 0.960506
49 70 1.18225
49 69 1.17172
49 68 1.16817
49 67 1.01184
49 66 1.36445
49 65 1.0492
49 64 0.351216
49 63 1.25724
49 62 1.2297
49 61 1.12381
49 60 1.2766
49 58 1.03431
49 56 1.31383
49 53 0.919543
49 52 1.35588
49 51 0.9764
49 50 1.01432
50 495 0.556326
50 486 0.7661
50 478 1.35258
50 457 0.674451
50 451 0.718155
50 450 0.80102
50 444 1.42507
50 441 0.154741
50 439 0.634239
50 438 0.752436
50 436 0.738004
50 433 1.13354
50 432 1.40153
50 422 0.724065
50 419 0.515557
50 417 1.09245
50 414 0.984172
50 413 1.44863
50 408 0.850393
50 398 0.91083
50 397 0.985422
50 379 0.88458
50 376 0.580271
50 346 1.38467
50 345 1.24249
50 343 1.1518
50 341 0.96475
50 335 1.50636
50 328 1.33228
50 326 1.01626
50 325 0.985927
50 324 1.40962
50 321 0.98929
50 320 1.00598
50 316 1.39327
50 310 0.216024
50 307 0.783434
50 305 0.922218
50 304 1.56065
50 286 0.760727
50 284 1.05039
50 274 0.813627
50 270 1.32275
50 269 0.559407
50 265 0.996861
50 261 0.706805
50 254 1.33477
50 243 1.39788
50 234 1.05624
50 226 1.08494
50 215 1.04186
50 213 0.65782
50 212 1.157
50 202 1.29817
50 193 1.36081
50 176 1.47203
50 162 1.21234
50 158 0.619703
50 134 1.0509
50 133 0.727881
50 130 1.02117
50 125 1.13239
50 124 1.0778
50 123 1.00145
50 122 1.5527
50 121 0.752473
50 120 1.01848
50 119 0.592892
50 117 1.04854
50 116 1.43417
50 115 1.00202
50 114 0.780649
50 112 0.682604
50 110 1.14736
50 109 1.07664
50 107 0.868528
50 106 0.779384
50 105 0.781709
50 104 0.986401
50 103 1.21321
50 102 0.550082
50 101 0.662913
50 100 1.51188
50 99 1.26898
50 98 0.587263
50 97 0.841685
50 96 0.521285
50 93 1.32719
50 92 1.36239
50 89 0.980223
50 88 1.34404
50 87 0.984239
50 86 1.24797
50 85 1.05429
50 84 0.693053
50 83 0.908742
50 82 0.827259
50 81 1.46987
50 79 0.325009
50 76 0.985931
50 75 0.969655
50 74 0.79281
50 73 1.02254
50 71 1.06432
50 70 0.935632
50 69 0.865159
50 68 0.735248
50 67 0.561962
50 66 0.850536
50 65 1.46007
50 64 1.44472
50 62 1.72429
50 61 0.424386
50 60 0.821215
50 59 1.1865
50 58 1.14716
50 56 1.39871
50 55 1.25158
50 53 0.423889
50 52 0.89801
50 51 0.764469
51 498 1.13619
51 495 0.83079
51 486 1.33308
51 480 0.995598
51 478 0.901124
51 473 0.292633
51 469 0.987901
51 463 0.909352
51 459 1.10217
51 458 0.964246
51 454 0.451667
51 450 0.98964
51 448 1.45247
51 437 0.958285
51 425 1.48666
51 424 0.614396
51 421 1.13592
51 419 0.753428
51 413 1.06769
51 411 1.66647
51 409 0.492557
51 408 1.28201
51 401 1.11561
51 395 0.778607
51 389 1.13881
51 387 0.923466
51 368 0.853825
51 365 0.926282
51 360 0.851446
51 355 1.13308
51 349 1.38868
51 339 1.19557
51 335 0.132106
51 334 0.741124
51 333 0.584463
51 319 1.15418
51 316 1.2168
51 315 1.09914
51 312 0.589073
51 310 1.07534
51 308 0.804695
51 303 1.04649
51 298 1.11952
51 288 1.10467
51 278 1.02215
51 277 0.317622
51 271 0.46487
51 266 0.595567
51 263 1.13833
51 258 0.82191
51 249 1.1154
51 247 0.477102
51 245 1.27526
51 244 0.836985
51 232 0.963028
51 226 1.31473
51 214 1.37094
51 213 0.549701
51 212 1.3594
51 209 0.660964
51 206 1.42347
51 202 1.30109
51 199 0.895168
51 197 1.22045
51 193 1.20673
51 182 1.21122
51 171 1.30137
51 168 0.823212
51 167 1.04075
51 161 1.4028
51 152 1.26982
51 137 0.657434
51 136 1.54715
51 134 0.974686
51 124 0.75646
51 123 0.935503
51 122 1.11138
51 121 0.893364
51 120 0.761622
51 119 0.623026
51 118 0.732413
51 117 0.486273
51 116 0.846332
51 115 1.27844
51 114 0.989427
51 113 1.10202
51 112 1.16712
51 111 1.3853
51 110 0.624687
51 109 0.918701
51 108 1.72906
51 107 0.921707
51 105 1.16794
51 103 0.866435
51 102 1.07875
51 101 0.335497
51 100 0.940469
51 99 1.395
51 96 0.693437
51 95 0.996671
51 94 0.953924
51 93 0.887814
51 92 0.552009
51 91 0.650995
51 89 1.16756
51 88 1.52493
51 87 1.12421
51 86 0.843914
51 85 1.03949
51 84 1.01844
51 83 0.606354
51 82 0.255211
51 81 1.27056
51 80 1.04354
51 78 1.16247
51 77 1.0567
51 76 1.31453
51 75 0.677566
51 74 1.04416
51 72 1.34937
51 71 1.30768
51 70 0.969996
51 69 0.991607
51 68 0.754886
51 67 1.1579
51 66 1.63645
51 65 0.84651
51 64 1.28353
51 63 0.566875
51 62 1.28493
51 61 1.04894
51 59 1.47668
51 58 0.83248
51 57 0.626829
51 56 0.938157
51 55 1.16213
51 54 1.11277
51 53 0.913872
51 52 0.938774
52 497 0.783029
52 494 0.935245
52 487 1.02228
52 486 0.798444
52 482 1.59343
52 479 0.74085
52 476 0.653366
52 474 0.8841
52 471 0.604912
52 470 1.32319
52 465 1.06003
52 464 1.11818
52 458 1.07233
52 454 0.782785
52 452 0.384309
52 448 1.63433
52 445 0.74296
52 443 1.00502
52 442 0.704758
52 441 0.742045
52 440 1.29424
52 438 1.02017
52 437 1.0297
52 428 0.94832
52 424 0.290238
52 423 1.02274
52 421 0.722205
52 418 0.951213
52 416 0.89863
52 392 1.30699
52 381 0.965543
52 370 1.10938
52 358 1.11626
52 346 1.09575
52 336 1.24837
52 334 0.867794
52 330 0.723838
52 328 0.684894
52 327 0.962904
52 324 1.21983
52 317 0.519775
52 313 1.15544
52 308 0.5061
52 306 1.02057
52 305 1.05796
52 300 0.966376
52 297 1.20595
52 295 0.792198
52 289 0.82946
52 288 1.52803
52 281 1.04206
52 279 0.52104
52 278 0.821704
52 277 1.25508
52 275 0.997233
52 258 1.10663
52 248 1.0419
52 247 1.25335
52 245 1.31897
52 234 0.425113
52 213 1.21778
52 212 0.790395
52 205 1.18813
52 204 1.17701
52 201 0.586823
52 189 1.12273
52 175 0.792034
52 174 0.683093
52 172 1.06982
52 165 0.696331
52 163 0.841615
52 160 0.955335
52 158 0.744186
52 152 0.947187
52 129 1.54953
52 126 1.50537
52 124 1.47845
52 123 1.29463
52 121 0.611135
52 120 0.989192
52 119 0.701784
52 118 0.377911
52 117 1.25534
52 115 1.55163
52 112 0.969833
52 111 0.825867
52 109 0.542729
52 106 0.842488
52 105 0.764145
52 104 1.12677
52 102 1.25235
52 101 1.13992
52 100 0.762896
52 99 1.20071
52 98 0.837914
52 97 1.03829
52 96 0.888907
52 95 0.512392
52 92 0.62054
52 91 0.729245
52 90 0.522305
52 89 1.4604
52 88 0.101039
52 87 1.3951
52 86 1.15024
52 85 0.984682
52 84 1.18379
52 82 1.22374
52 81 1.0947
52 80 1.11817
52 79 0.820682
52 77 0.854514
52 76 1.03996
52 74 1.0163
52 73 1.43855
52 71 0.284987
52 69 0.904046
52 68 0.707441
52 67 1.0613
52 66 1.40101
52 65 1.04976
52 64 0.999624
52 63 1.152
52 62 0.947543
52 61 0.898713
52 60 1.44136
52 59 1.03138
52 58 0.580463
52 57 0.760404
52 56 0.913416
52 55 0.79882
52 54 1.64257
52 53 0.972524
53 496 1.18529
53 476 1.13873
53 475 0.950326
53 465 0.461203
53 462 1.20236
53 459 0.747488
53 449 1.41849
53 447 0.945582
53 445 0.840287
53 442 0.647154
53 433 1.33114
53 422 0.876209
53 418 0.40369
53 417 1.3807
53 409 1.34873
53 391 1.07187
53 384 1.02131
53 377 0.59119
53 376 1.0482
53 374 0.73834
53 370 1.43557
53 366 1.04316
53 365 0.972127
53 359 1.00761
53 351 1.39759
53 347 1.28948
53 345 0.902027
53 344 0.759262
53 341 0.955594
53 337 0.870513
53 334 0.938519
53 330 0.956786
53 325 1.07283
53 319 1.37125
53 312 0.456116
53 304 1.31665
53 299 1.66138
53 295 0.693843
53 291 1.4502
53 287 0.968351
53 274 1.17116
53 271 1.0104
53 269 0.641985
53 267 1.13481
53 253 1.50658
53 236 1.26608
53 230 0.66248
53 228 0.858465
53 225 0.819649
53 218 0.395886
53 216 1.18185
53 204 0.971445
53 200 0.860242
53 199 0.796789
53 190 0.983187
53 177 0.955274
53 173 0.727659
53 170 1.03624
53 166 1.14156
53 165 1.367
53 155 0.973862
53 153 1.50072
53 144 1.07048
53 138 1.07196
53 125 0.933711
53 124 0.568875
53 123 1.25465
53 122 0.747736
53 120 1.31599
53 119 0.844239
53 118 1.3119
53 117 1.18273
53 116 1.01052
53 115 0.659232
53 114 0.686904
53 113 0.943335
53 109 1.2569
53 107 0.893536
53 106 0.798322
53 105 0.623801
53 104 0.83481
53 103 1.65407
53 102 1.25251
53 101 0.856814
53 99 1.05992
53 98 1.21581
53 97 1.02654
53 96 1.30529
53 95 1.45304
53 94 1.38134
53 93 0.744644
53 91 1.5281
53 90 0.486354
53 89 1.01132
53 88 1.56985
53 87 0.942611
53 86 1.05083
53 85 1.19059
53 84 1.39712
53 82 0.967213
53 81 0.785014
53 78 0.88673
53 77 1.07784
53 76 0.770144
53 75 1.55758
53 74 1.5952
53 73 1.03037
53 72 1.16751
53 71 0.829754
53 70 1.07669
53 68 0.511384
53 67 0.962738
53 66 0.435178
53 65 1.37746
53 64 0.369328
53 63 0.997159
53 62 1.31905
53 61 0.952403
53 59 1.42144
53 57 1.02604
53 56 1.2847
53 54 0.932228
54 499 1.21407
54 487 1.31393
54 486 1.12604
54 483 1.00567
54 479 1.30186
54 478 1.2456
54 475 1.57431
54 470 1.32723
54 450 0.624811
54 448 0.365605
54 447 1.25199
54 444 0.974969
54 442 1.16964
54 441 1.06684
54 437 1.22177
54 420 1.25709
54 404 0.850933
54 399 0.975722
54 394 1.56378
54 388 1.26326
54 382 1.2756
54 379 1.28155
54 375 0.747076
54 366 0.971479
54 360 1.53485
54 352 0.941606
54 351 0.764425
54 347 1.37904
54 343 1.62723
54 340 1.0822
54 337 1.40576
54 332 1.50981
54 331 0.765353
54 320 0.891313
54 317 0.582789
54 316 0.949161
54 315 1.02274
54 313 1.14446
54 311 0.641395
54 309 0.823809
54 306 0.839498
54 300 0.993544
54 285 0.39014
54 263 1.09839
54 260 1.2407
54 245 0.937464
54 243 0.910016
54 223 0.729179
54 220 1.22759
54 216 0.763803
54 213 1.17438
54 210 1.36277
54 205 1.5165
54 202 0.767137
54 197 0.789009
54 189 0.844028
54 188 0.963234
54 187 1.20414
54 186 1.31208
54 177 1.22829
54 176 0.960517
54 172 1.14676
54 171 1.34057
54 166 0.714721
54 157 1.0009
54 152 0.864559
54 138 0.590754
54 133 1.08627
54 126 0.794116
54 124 0.812416
54 121 1.48744
54 119 1.69501
54 118 1.01494
54 117 1.24382
54 116 1.70709
54 115 1.10116
54 114 0.210039
54 113 0.989537
54 112 0.614652
54 111 1.056
54 110 1.31176
54 109 0.923072
54 108 0.628824
54 106 1.10958
54 105 0.42345
54 103 1.04111
54 102 0.604667
54 101 1.01187
54 100 0.997124
54 99 0.954496
54 96 1.13485
54 95 1.12019
54 94 1.43467
54 91 1.18629
54 90 0.819646
54 89 1.40678
54 88 1.54023
54 87 1.36631
54 86 1.20412
54 85 1.19368
54 84 0.840414
54 83 0.896978
54 82 1.39724
54 81 0.905822
54 80 0.936323
54 79 0.703846
54 78 1.33809
54 77 0.773741
54 76 0.85761
54 75 0.372627
54 74 1.3215
54 73 1.23178
54 72 0.745676
54 71 0.850158
54 70 1.4483
54 69 1.19642
54 68 1.02589
54 67 1.06396
54 65 0.672318
54 61 1.27792
54 60 0.605514
54 59 0.99437
54 58 0.956552
54 56 1.02658
55 493 1.4256
55 492 1.37005
55 489 0.985859
55 481 0.96427
55 477 0.854135
55 473 0.953263
55 470 1.0511
55 466 0.447269
55 455 1.28093
55 443 1.33087
55 437 0.810678
55 435 0.843373
55 430 1.01767
55 393 0.211296
55 386 1.34144
55 384 0.859441
55 361 1.09474
55 359 0.883279
55 357 0.92576
55 355 0.793605
55 354 1.02675
55 350 0.923887
55 343 0.591714
55 332 1.29633
55 326 0.693188
55 322 0.518883
55 318 1.24374
55 298 1.2524
55 297 0.544766
55 284 0.658565
55 278 0.903827
55 277 0.852905
55 271 0.752217
55 267 0.938495
55 262 1.1049
55 247 1.16744
55 243 0.879557
55 241 0.996073
55 237 0.48498
55 233 0.910251
55 232 1.15304
55 231 1.19989
55 227 0.307072
55 226 1.46585
55 223 0.685408
55 217 0.772869
55 216 1.03354
55 210 0.87181
55 204 1.06526
55 202 0.456349
55 193 1.02677
55 180 0.955981
55 172 1.53069
55 170 1.10385
55 168 0.980982
55 154 1.10325
55 152 0.549057
55 150 0.799671
55 149 0.955757
55 145 0.998671
55 143 1.85812
55 142 1.14741
55 122 1.01632
55 120 1.19318
55 119 1.00239
55 117 0.843235
55 116 1.36613
55 114 1.26708
55 113 1.2688
55 112 0.485274
55 111 1.08831
55 110 0.94092
55 109 1.25315
55 108 0.755061
55 107 1.46629
55 106 1.13944
55 105 0.838644
55 103 0.738087
55 101 0.930333
55 100 0.601844
55 99 1.87503
55 98 1.49383
55 96 0.504836
55 95 0.724492
55 94 0.720644
55 92 0.645666
55 91 0.582861
55 90 0.781604
55 89 0.846998
55 88 1.04771
55 87 0.587218
55 86 1.09117
55 85 1.22412
55 84 0.589556
55 83 1.1681
55 81 1.00151
55 80 1.1161
55 79 1.25287
55 78 1.14607
55 77 0.457462
55 75 1.8486
55 72 1.01194
55 71 0.910087
55 70 1.03952
55 69 1.24332
55 68 0.860829
55 66 0.797799
55 65 1.52846
55 64 1.24692
55 63 0.754843
55 62 1.12048
55 61 1.06793
55 60 1.07582
55 59 0.656849
55 58 1.30645
55 57 1.50828
55 56 1.18487
56 489 1.46964
56 481 0.790344
56 477 0.75913
56 461 1.12849
56 454 0.519477
56 446 1.24613
56 430 1.12227
56 418 0.717983
56 417 0.641921
56 413 1.09804
56 404 1.34702
56 401 0.978442
56 397 1.34525
56 396 0.826558
56 388 1.12638
56 382 0.886936
56 378 0.945197
56 374 1.02037
56 369 0.832036
56 368 0.170992
56 360 0.727743
56 354 0.724605
